Zeze;Kodak Black ft. Travis Scott & Offset - Image: songs2\Zeze - Kodak Black ft. Travis Scott & Offset.jpg - URL: https://i.ytimg.com/vi/mjaayCARwro/maxresdefault.jpg
Murder On My Mind;YNW Melly - Image: songs2\Murder On My Mind - YNW Melly.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/4e/Murder_on_My_Mind_cover.jpg
Mo Bamba;Sheck Wes - Image: songs2\Mo Bamba - Sheck Wes.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Mo_Bamba_cover_art.jpg/220px-Mo_Bamba_cover_art.jpg
Toosie Slide;Drake - Image: songs2\Toosie Slide - Drake.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/46/Drake_-_Toosie_Slide.png
Empire State Of Mind;Jay-Z ft. Alicia Keys - Image: songs2\Empire State Of Mind - Jay-Z ft. Alicia Keys.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/ba/Empire_State_of_Mind_single_cover.jpg
The Monster;Eminem ft. Rihanna - Image: songs2\The Monster - Eminem ft. Rihanna.jpg - URL: https://upload.wikimedia.org/wikipedia/en/2/2b/The_Monster_cover.png
Big Poppa;The Notorious B.I.G. - Image: songs2\Big Poppa - The Notorious B.I.G..jpg - URL: https://upload.wikimedia.org/wikipedia/en/d/d2/BigPoppa.jpg
20 Min;Lil Uzi Vert - Image: songs2\20 Min - Lil Uzi Vert.jpg - URL: https://i1.sndcdn.com/artworks-IfB7FD01wY9X-0-t500x500.jpg
Go Flex;Post Malone - Image: songs2\Go Flex - Post Malone.jpg - URL: https://i.ytimg.com/vi/tQjsAJhsSw8/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBgts8eCmPLFzkwmvoo_BfvVzKktw
Candy Paint;Post Malone - Image: songs2\Candy Paint - Post Malone.jpg - URL: https://upload.wikimedia.org/wikipedia/en/d/d5/PostMaloneCandyPaint.jpg
Not Afraid;Eminem - Image: songs2\Not Afraid - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/00/Eminem_-_Not_Afraid.jpg
Where Is The Love?;Black Eyed Peas - Image: songs2\Where Is The Love - Black Eyed Peas.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/a1/Whereisthelove_cover.jpg
Wake Up In The Sky;Gucci Mane, Bruno Mars & Kodak Black - Image: songs2\Wake Up In The Sky - Gucci Mane, Bruno Mars & Kodak Black.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e2/Gucci_Mane%2C_Bruno_Mars%2C_Kodak_Black_-_Wake_Up_in_the_Sky.png
Numb / Encore;Jay-Z & Linkin Park - Image: songs2\Numb   Encore - Jay-Z & Linkin Park.jpg - URL: https://upload.wikimedia.org/wikipedia/en/d/d6/14_Numb-Encore_%28CD_single%29.jpg
The Next Episode;Dr. Dre ft. Snoop Dogg - Image: songs2\The Next Episode - Dr. Dre ft. Snoop Dogg.jpg - URL: https://i.ytimg.com/vi/QZXc39hT8t4/maxresdefault.jpg
Jimmy Cooks;Drake ft. 21 Savage - Image: songs2\Jimmy Cooks - Drake ft. 21 Savage.jpg - URL: https://i.ytimg.com/vi/V7UgPHjN9qE/maxresdefault.jpg
The Way Life Goes;Lil Uzi Vert ft. Oh Wonder - Image: songs2\The Way Life Goes - Lil Uzi Vert ft. Oh Wonder.jpg - URL: https://i.ytimg.com/vi/SxAp27sFaIM/maxresdefault.jpg
Truth Hurts;Lizzo - Image: songs2\Truth Hurts - Lizzo.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/a9/LizzoTruthHurts.jpg
Work Out;J. Cole - Image: songs2\Work Out - J. Cole.jpg - URL: https://i.ytimg.com/vi/UWlibNTrg80/maxresdefault.jpg
Candy Shop;50 Cent ft. Olivia - Image: songs2\Candy Shop - 50 Cent ft. Olivia.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/50_Cent_-_Candy_Shop.jpg/220px-50_Cent_-_Candy_Shop.jpg
Bound 2;Kanye West - Image: songs2\Bound 2 - Kanye West.jpg - URL: https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9
Look Alive;BlocBoy JB ft. Drake - Image: songs2\Look Alive - BlocBoy JB ft. Drake.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Lookaliveblocboyjb.jpg/220px-Lookaliveblocboyjb.jpg
Black Beatles;Rae Sremmurd ft. Gucci Mane - Image: songs2\Black Beatles - Rae Sremmurd ft. Gucci Mane.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/88/Rae_Sremmurd_%E2%80%93_Black_Beatles.jpg
Money In The Grave;Drake ft. Rick Ross - Image: songs2\Money In The Grave - Drake ft. Rick Ross.jpg - URL: https://i1.sndcdn.com/artworks-000609771208-8l1e50-t500x500.jpg
Or Nah (Remix);Ty Dolla Sign ft. Wiz Khalifa & Mustard - Image: songs2\Or Nah (Remix) - Ty Dolla Sign ft. Wiz Khalifa & Mustard.jpg - URL: https://i.scdn.co/image/ab67616d00001e021c04efd2804b16cf689de7f0
Laugh Now Cry Later;Drake ft. Lil Durk - Image: songs2\Laugh Now Cry Later - Drake ft. Lil Durk.jpg - URL: https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef
Lalala;Y2K & bbno$ - Image: songs2\Lalala - Y2K & bbno$.jpg - URL: https://www.rollingstone.com/wp-content/uploads/2019/07/lalala-1.jpg?w=1500&h=900&crop=1
Come & Go;Juice WRLD & Marshmello - Image: songs2\Come & Go - Juice WRLD & Marshmello.jpg - URL: https://i.ytimg.com/vi/5Di20x6vVVU/maxresdefault.jpg
Him & I;G-Eazy & Halsey - Image: songs2\Him & I - G-Eazy & Halsey.jpg - URL: https://i.ytimg.com/vi/SA7AIQw-7Ms/sddefault.jpg
A Lot;21 Savage ft. J. Cole - Image: songs2\A Lot - 21 Savage ft. J. Cole.jpg - URL: https://i.ytimg.com/vi/VbrEsOLu75c/maxresdefault.jpg
The Reason;Hoobastank - Image: songs2\The Reason - Hoobastank.jpg - URL: https://upload.wikimedia.org/wikipedia/en/2/2d/Hoobastank_-_The_Reason_%28song%29.jpg
The Remedy For A Broken Heart (Why Am I So In Love);XXXTentacion - Image: songs2\The Remedy For A Broken Heart (Why Am I So In Love) - XXXTentacion.jpg - URL: https://i.ytimg.com/vi/l0CH6XeMGqw/maxresdefault.jpg
iSpy;Kyle ft. Lil Yachty - Image: songs2\iSpy - Kyle ft. Lil Yachty.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/55/ISpykylesong.png
No Idea;Don Toliver - Image: songs2\No Idea - Don Toliver.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/9c/Don_Toliver_-_No_Idea.png
Superman;Eminem ft. Dina Rae - Image: songs2\Superman - Eminem ft. Dina Rae.jpg - URL: https://i1.sndcdn.com/artworks-eKDfhwzPlDbcnzIG-22MMKQ-t500x500.jpg
Power;Kanye West - Image: songs2\Power - Kanye West.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/81/Kanye_West_-_Power.png
Space Cadet;Metro Boomin ft. Gunna - Image: songs2\Space Cadet - Metro Boomin ft. Gunna.jpg - URL: https://i1.sndcdn.com/artworks-MasgpeEhGNnA-0-t500x500.jpg
Pray For Me;The Weeknd & Kendrick Lamar - Image: songs2\Pray For Me - The Weeknd & Kendrick Lamar.jpg - URL: https://i.ytimg.com/vi/K5xERXE7pxI/maxresdefault.jpg
Drowning;A Boogie Wit Da Hoodie ft. Kodak Black - Image: songs2\Drowning - A Boogie Wit Da Hoodie ft. Kodak Black.jpg - URL: https://i.ytimg.com/vi/rvaJ7QlhH0g/maxresdefault.jpg
Bad And Boujee;Migos ft. Lil Uzi Vert - Image: songs2\Bad And Boujee - Migos ft. Lil Uzi Vert.jpg - URL: https://i.ytimg.com/vi/S-sJp1FfG7Q/maxresdefault.jpg
Rapstar;Polo G - Image: songs2\Rapstar - Polo G.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/96/Polo_G_-_Rapstar.png
Adan Y Eva;Paulo Londra - Image: songs2\Adan Y Eva - Paulo Londra.jpg - URL: https://i.scdn.co/image/ab67616d0000b27344de3fd4618260574d905bcc
Without You;The Kid Laroi - Image: songs2\Without You - The Kid Laroi.jpg - URL: https://i.ytimg.com/vi/SJOKlqJho8U/maxresdefault.jpg
Bandit;Juice WRLD & YoungBoy Never Broke Again - Image: songs2\Bandit - Juice WRLD & YoungBoy Never Broke Again.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/35/Juice_Wrld_and_YoungBoy_Never_Broke_Again_-_Bandit.png
Martin & Gina;Polo G - Image: songs2\Martin & Gina - Polo G.jpg - URL: https://i.ytimg.com/vi/YNyFAro1E5M/maxresdefault.jpg
Ballin';Mustard ft. Roddy Ricch - Image: songs2\Ballin' - Mustard ft. Roddy Ricch.jpg - URL: https://i1.sndcdn.com/artworks-WJXKlCQBI5c39qqk-osiVcQ-t500x500.jpg
Wishing Well;Juice WRLD - Image: songs2\Wishing Well - Juice WRLD.jpg - URL: https://i.ytimg.com/vi/C5i-UnuUKUI/maxresdefault.jpg
Glorious;Macklemore ft. Skylar Grey - Image: songs2\Glorious - Macklemore ft. Skylar Grey.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/45/Macklemore_Glorious.jpg
Low Life;Future ft. The Weeknd - Image: songs2\Low Life - Future ft. The Weeknd.jpg - URL: https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad
Lean Wit Me;Juice WRLD - Image: songs2\Lean Wit Me - Juice WRLD.jpg - URL: https://i.ytimg.com/vi/5SejM_hBvMM/maxresdefault.jpg
Bodak Yellow;Cardi B - Image: songs2\Bodak Yellow - Cardi B.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/48/Cardi_B_-_Bodak_Yellow.png
Diles;Bad Bunny, Ozuna & Farruko ft. Arcángel, Ñengo Flow, DJ Luian & Mambo Kingz - Image: songs2\Diles - Bad Bunny, Ozuna & Farruko ft. Arcángel, Ñengo Flow, DJ Luian & Mambo Kingz.jpg - URL: https://i.scdn.co/image/ab67616d0000b273f62aa1dd0b43f583418cd018
Pop Out;Polo G ft. Lil Tjay - Image: songs2\Pop Out - Polo G ft. Lil Tjay.jpg - URL: https://i.ytimg.com/vi/RfPbLQn0hik/sddefault.jpg
Fukumean;Gunna - Image: songs2\Fukumean - Gunna.jpg - URL: https://i1.sndcdn.com/artworks-neAeMPnlc89Y7MEI-1QcxOQ-t500x500.jpg
2055;Sleepy Hallow - Image: songs2\2055 - Sleepy Hallow.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e5/Sleepy_Hallow_-_2055.png
Bitch Better Have My Money;Rihanna - Image: songs2\Bitch Better Have My Money - Rihanna.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/91/Bitch_Better_Have_My_Money_cover.png
Break From Toronto;PartyNextDoor - Image: songs2\Break From Toronto - PartyNextDoor.jpg - URL: https://i1.sndcdn.com/artworks-p7j7aK6xLW0F-0-t500x500.jpg
Magnolia;Playboi Carti - Image: songs2\Magnolia - Playboi Carti.jpg - URL: https://i1.sndcdn.com/artworks-000217724759-2g2j7z-t500x500.jpg
Chill Bill;Rob Stone ft. J. Davis & Spooks - Image: songs2\Chill Bill - Rob Stone ft. J. Davis & Spooks.jpg - URL: https://i.scdn.co/image/ab67616d0000b2736f3e9696889a2425338e0836
Day 'N' Nite;Kid Cudi - Image: songs2\Day 'N' Nite - Kid Cudi.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/9b/Day_N_Night-Kid_Cudi_.jpg
Broccoli;DRAM ft. Lil Yachty - Image: songs2\Broccoli - DRAM ft. Lil Yachty.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c4/BroccoliDRAM.jpg
3005;Childish Gambino - Image: songs2\3005 - Childish Gambino.jpg - URL: https://i.ytimg.com/vi/tG35R8F2j8k/maxresdefault.jpg
Fair Trade;Drake ft. Travis Scott - Image: songs2\Fair Trade - Drake ft. Travis Scott.jpg - URL: https://i.ytimg.com/vi/THVbtGqEO1o/maxresdefault.jpg
Forgot About Dre;Dr. Dre ft. Eminem - Image: songs2\Forgot About Dre - Dr. Dre ft. Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/7/73/Dr._Dre_feat._Eminem_-_Forgot_about_Dre.jpeg
River;Eminem ft. Ed Sheeran - Image: songs2\River - Eminem ft. Ed Sheeran.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/38/Eminemrivercd.png
First Class;Jack Harlow - Image: songs2\First Class - Jack Harlow.jpg - URL: https://i.ytimg.com/vi/yQBImEeXNZ4/maxresdefault.jpg
Family Ties;Baby Keem & Kendrick Lamar - Image: songs2\Family Ties - Baby Keem & Kendrick Lamar.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/95/Baby_Keem_and_Kendrick_Lamar_-_Family_Ties.png
Whats Poppin;Jack Harlow - Image: songs2\Whats Poppin - Jack Harlow.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/18/Jack_Harlow_-_Whats_Poppin.png
Bop;DaBaby - Image: songs2\Bop - DaBaby.jpg - URL: https://i.ytimg.com/vi/28hYUZMufDg/maxresdefault.jpg
Jumpman;Drake & Future - Image: songs2\Jumpman - Drake & Future.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/1c/Jammen.jpg
F**kin' Problems;ASAP Rocky ft. Drake, 2 Chainz & Kendrick Lamar - Image: songs2\F  kin' Problems - ASAP Rocky ft. Drake, 2 Chainz & Kendrick Lamar.jpg - URL: https://i.scdn.co/image/ab67616d0000b273ff16ef88f3472436a5448e02
Fe!n;Travis Scott ft. Playboi Carti - Image: songs2\Fe!n - Travis Scott ft. Playboi Carti.jpg - URL: https://i1.sndcdn.com/artworks-F0BITTBNtaAeeUu8-eo2v3A-t500x500.jpg
Swervin;A Boogie Wit Da Hoodie ft. 6ix9ine - Image: songs2\Swervin - A Boogie Wit Da Hoodie ft. 6ix9ine.jpg - URL: https://i.ytimg.com/vi/v-rxFHRTrJc/maxresdefault.jpg
679;Fetty Wap ft. Remy Boyz - Image: songs2\679 - Fetty Wap ft. Remy Boyz.jpg - URL: https://i.scdn.co/image/ab67616d0000b2731769fa68b9643ca67c4d44ce
Love Me;Lil Wayne ft. Drake & Future - Image: songs2\Love Me - Lil Wayne ft. Drake & Future.jpg - URL: https://upload.wikimedia.org/wikipedia/en/0/0c/Lil_Wayne_-_Love_Me.jpg
Wants And Needs;Drake ft. Lil Baby - Image: songs2\Wants And Needs - Drake ft. Lil Baby.jpg - URL: https://i1.sndcdn.com/artworks-rrtc68bm5JJ0-0-t500x500.jpg
Pursuit Of Happiness;Kid Cudi - Image: songs2\Pursuit Of Happiness - Kid Cudi.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/a4/Pursuitofhappinesscover.png
Airplanes;B.o.B ft. Hayley Williams - Image: songs2\Airplanes - B.o.B ft. Hayley Williams.jpg - URL: https://upload.wikimedia.org/wikipedia/en/f/fe/B.o.B_-_Airplanes.jpg
Venom;Eminem - Image: songs2\Venom - Eminem.jpg - URL: https://upload.wikimedia.org/wikipedia/en/7/73/Venom_%28Eminem_song%29_single_cover.jpg
The Scotts;Travis Scott & Kid Cudi - Image: songs2\The Scotts - Travis Scott & Kid Cudi.jpg - URL: https://i.ytimg.com/vi/sw4r0k8WWqU/maxresdefault.jpg
Armed And Dangerous;Juice WRLD - Image: songs2\Armed And Dangerous - Juice WRLD.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8d/Juice_Wrld_%E2%80%93_Armed_and_Dangerous.png
Calling My Phone;Lil Tjay & 6lack - Image: songs2\Calling My Phone - Lil Tjay & 6lack.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/99/Lil_Tjay_-_Calling_My_Phone.png
I Don't Fuck With You;Big Sean ft. E-40 - Image: songs2\I Don't Fuck With You - Big Sean ft. E-40.jpg - URL: https://i1.sndcdn.com/artworks-jMNX4T5WT4HW-0-t500x500.jpg
P.I.M.P.;50 Cent - Image: songs2\P.I.M.P. - 50 Cent.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/96/Pimp50cent.jpg
Look Back at It;A Boogie Wit Da Hoodie - Image: songs2\Look Back at It - A Boogie Wit Da Hoodie.jpg - URL: https://i.ytimg.com/vi/DmNfT-B7nlA/maxresdefault.jpg
Hate It Or Love It;The Game ft. 50 Cent - Image: songs2\Hate It Or Love It - The Game ft. 50 Cent.jpg - URL: https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
Walk It Talk It;Migos ft. Drake - Image: songs2\Walk It Talk It - Migos ft. Drake.jpg - URL: https://i.ytimg.com/vi/fGqdIPer-ms/maxresdefault.jpg
Fefe;6ix9ine ft. Nicki Minaj & Murda Beatz - Image: songs2\Fefe - 6ix9ine ft. Nicki Minaj & Murda Beatz.jpg - URL: https://i1.sndcdn.com/artworks-000376457088-fexpmd-t500x500.jpg
Love Sosa;Chief Keef - Image: songs2\Love Sosa - Chief Keef.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Lovesosa.jpg/220px-Lovesosa.jpg
Chicago Freestyle;Drake & Giveon - Image: songs2\Chicago Freestyle - Drake & Giveon.jpg - URL: https://i1.sndcdn.com/artworks-9CNAOdO0KCY4-0-t500x500.jpg
California Love;2Pac ft. Dr. Dre & Roger Troutman - Image: songs2\California Love - 2Pac ft. Dr. Dre & Roger Troutman.jpg - URL: https://upload.wikimedia.org/wikipedia/commons/d/db/California_Love_%281995%29%2C_by_Tupac_Shakur.png
Save That Shit;Lil Peep - Image: songs2\Save That Shit - Lil Peep.jpg - URL: https://i.ytimg.com/vi/V0r0CLhm23M/maxresdefault.jpg
Swimming Pools (Drank);Kendrick Lamar - Image: songs2\Swimming Pools (Drank) - Kendrick Lamar.jpg - URL: https://i.scdn.co/image/ab67616d0000b273b5ef185d28724c5573c2ac9c
Caroline;Aminé - Image: songs2\Caroline - Aminé.jpg - URL: https://i.ytimg.com/vi/t3AVtQkEHaE/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDXf0_eJyhD5vfXGhqKt8HZxZ7keA
Paper Planes;M.I.A. - Image: songs2\Paper Planes - M.I.A..jpg - URL: https://i.scdn.co/image/ab67616d0000b273310d9098fbbde47bf7785637
Juicy;The Notorious B.I.G. - Image: songs2\Juicy - The Notorious B.I.G..jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/13/The_Notorious_B.I.G._-_Juicy.jpeg
Ambitionz Az A Ridah;2Pac - Image: songs2\Ambitionz Az A Ridah - 2Pac.jpg - URL: https://i.ytimg.com/vi/77nB_9uIcN4/maxresdefault.jpg
Pride;Kendrick Lamar - Image: songs2\Pride - Kendrick Lamar.jpg - URL: https://i1.sndcdn.com/artworks-shkRowe2VJMH-0-t500x500.jpg
The Spins;Mac Miller & Empire Of The Sun - Image: songs2\The Spins - Mac Miller & Empire Of The Sun.jpg - URL: https://i.scdn.co/image/ab67616d0000b27350570144b4a9a459406f9a3d
Superhero (Heroes & Villains);Metro Boomin, Future & Chris Brown - Image: songs2\Superhero (Heroes & Villains) - Metro Boomin, Future & Chris Brown.jpg - URL: https://i.ytimg.com/vi/_WCD3Z9UmJ4/maxresdefault.jpg
Stargazing;Travis Scott - Image: songs2\Stargazing - Travis Scott.jpg - URL: https://i.ytimg.com/vi/2a8PgqWrc_4/maxresdefault.jpg
Runaway;Kanye West ft. Pusha T - Image: songs2\Runaway - Kanye West ft. Pusha T.jpg - URL: https://i1.sndcdn.com/artworks-lyRZ84l3XcABn80g-cYFCSA-t500x500.jpg
M.A.A.D City;Kendrick Lamar ft. MC Eiht - Image: songs2\M.A.A.D City - Kendrick Lamar ft. MC Eiht.jpg - URL: https://i1.sndcdn.com/artworks-8QDH5YtnqE7U-0-t500x500.jpg
I Wonder;Kanye West - Image: songs2\I Wonder - Kanye West.jpg - URL: https://i.ytimg.com/vi/kvkdvNe7LG4/sddefault.jpg
Party Girl;StaySolidRocky - Image: songs2\Party Girl - StaySolidRocky.jpg - URL: https://i.scdn.co/image/ab67616d0000b27373debb36ac6edd90c7f4c6a8
Sweater Weather;The Neighbourhood - Image: songs2\Sweater Weather - The Neighbourhood.jpg - URL: https://upload.wikimedia.org/wikipedia/en/6/6c/Sweater_Weather_%28The_Neighborhood_single_cover%29.jpg
Believer;Imagine Dragons - Image: songs2\Believer - Imagine Dragons.jpg - URL: https://upload.wikimedia.org/wikipedia/en/5/5c/Imagine-Dragons-Believer-art.jpg
Take Me To Church;Hozier - Image: songs2\Take Me To Church - Hozier.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e5/Hozier_Take_Me_to_Church.jpg
Bohemian Rhapsody;Queen - Image: songs2\Bohemian Rhapsody - Queen.jpg - URL: https://i.ytimg.com/vi/fJ9rUzIMcZQ/hqdefault.jpg
Shallow;Lady Gaga & Bradley Cooper - Image: songs2\Shallow - Lady Gaga & Bradley Cooper.jpg - URL: https://m.media-amazon.com/images/M/MV5BMGVkNGM0MDAtODc0MS00M2M4LWJiNDgtZWIzNWVhMTUwNDgwXkEyXkFqcGc@._V1_.jpg
Mr. Brightside;The Killers - Image: songs2\Mr. Brightside - The Killers.jpg - URL: https://i.ytimg.com/vi/gGdGFtwCNBE/maxresdefault.jpg
Do I Wanna Know?;Arctic Monkeys - Image: songs2\Do I Wanna Know - Arctic Monkeys.jpg - URL: https://i.ytimg.com/vi/bpOSxM0rNPM/hqdefault.jpg
Good 4 U;Olivia Rodrigo - Image: songs2\Good 4 U - Olivia Rodrigo.jpg - URL: https://i.ytimg.com/vi/gNi_6U5Pm_o/maxresdefault.jpg
Every Breath You Take;The Police - Image: songs2\Every Breath You Take - The Police.jpg - URL: https://upload.wikimedia.org/wikipedia/en/8/8c/The_police_-_every_breath_you_take.jpg
In The End;Linkin Park - Image: songs2\In The End - Linkin Park.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3f/LinkinParkIntheEnd.jpg
Locked Out Of Heaven;Bruno Mars - Image: songs2\Locked Out Of Heaven - Bruno Mars.jpg - URL: https://i.ytimg.com/vi/e-fA-gBCkj0/maxresdefault.jpg
Smells Like Teen Spirit;Nirvana - Image: songs2\Smells Like Teen Spirit - Nirvana.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3c/Smells_Like_Teen_Spirit.jpg
Wonderwall;Oasis - Image: songs2\Wonderwall - Oasis.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/17/Wonderwall_cover.jpg
Don't Stop Me Now;Queen - Image: songs2\Don't Stop Me Now - Queen.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/97/Queen-dont-stop-me-now-1979-6-s.jpg
Don't Stop Believin';Journey - Image: songs2\Don't Stop Believin' - Journey.jpg - URL: https://i.ytimg.com/vi/VcjzHMhBtf0/maxresdefault.jpg
The Scientist;Coldplay - Image: songs2\The Scientist - Coldplay.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c2/Coldplay_-_The_Scientist.png
Sweet Child O' Mine;Guns N' Roses - Image: songs2\Sweet Child O' Mine - Guns N' Roses.jpg - URL: https://upload.wikimedia.org/wikipedia/en/1/15/Guns_N%27_Roses_-_Sweet_Child_o%27_Mine.png
Another One Bites The Dust;Queen - Image: songs2\Another One Bites The Dust - Queen.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/4d/Another_one_bites_the_dust.jpg
Youngblood;5 Seconds Of Summer - Image: songs2\Youngblood - 5 Seconds Of Summer.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/ea/5_Seconds_of_Summer_Youngblood.png
Iris;The Goo Goo Dolls - Image: songs2\Iris - The Goo Goo Dolls.jpg - URL: https://upload.wikimedia.org/wikipedia/en/3/3f/GGD_Iris.jpg
Numb;Linkin Park - Image: songs2\Numb - Linkin Park.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b9/Linkin_Park_-_Numb_CD_cover.jpg
Way Down We Go;Kaleo - Image: songs2\Way Down We Go - Kaleo.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/a1/KaleoWayDownWeGo.jpg
Shut Up and Dance;Walk The Moon - Image: songs2\Shut Up and Dance - Walk The Moon.jpg - URL: https://upload.wikimedia.org/wikipedia/en/7/71/Walk_the_Moon_-_Shut_Up_and_Dance_%28Official_Single_Cover%29.png
Why'd You Only Call Me When You're High?;Arctic Monkeys - Image: songs2\Why'd You Only Call Me When You're High - Arctic Monkeys.jpg - URL: https://i.ytimg.com/vi/6366dxFf-Os/maxresdefault.jpg
505;Arctic Monkeys - Image: songs2\505 - Arctic Monkeys.jpg - URL: https://i.scdn.co/image/ab67616d00001e020c8ac83035e9588e8ad34b90
Creep;Radiohead - Image: songs2\Creep - Radiohead.jpg - URL: https://upload.wikimedia.org/wikipedia/en/9/9b/Creep_by_radiohead_reissue.png
Dreams;Fleetwood Mac - Image: songs2\Dreams - Fleetwood Mac.jpg - URL: https://upload.wikimedia.org/wikipedia/en/b/b9/Fleetwood_Mac_-_Dreams.png
Seven Nation Army;The White Stripes - Image: songs2\Seven Nation Army - The White Stripes.jpg - URL: https://i.ytimg.com/vi/RDuzszjrdcc/maxresdefault.jpg
Have You Ever Seen The Rain;Creedence Clearwater Revival - Image: songs2\Have You Ever Seen The Rain - Creedence Clearwater Revival.jpg - URL: https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91
Highway To Hell;AC/DC - Image: songs2\Highway To Hell - AC DC.jpg - URL: https://upload.wikimedia.org/wikipedia/en/a/ac/Acdc_Highway_to_Hell.JPG
Under Pressure;Queen & David Bowie - Image: songs2\Under Pressure - Queen & David Bowie.jpg - URL: https://i.scdn.co/image/ab67616d0000b273d254ca497999ae980a5a38c5
Beggin';Måneskin - Image: songs2\Beggin' - Måneskin.jpg - URL: https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045
Livin' On A Prayer;Bon Jovi - Image: songs2\Livin' On A Prayer - Bon Jovi.jpg - URL: https://upload.wikimedia.org/wikipedia/en/c/c6/LivinOnAPrayer%28hq%29.jpg
Hotel California;Eagles - Image: songs2\Hotel California - Eagles.jpg - URL: https://upload.wikimedia.org/wikipedia/en/4/49/Hotelcalifornia.jpg
Back In Black;AC/DC - Image: songs2\Back In Black - AC DC.jpg - URL: https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/ACDC_Back_in_Black_cover.svg/1200px-ACDC_Back_in_Black_cover.svg.png
Thunderstruck;AC/DC - Image: songs2\Thunderstruck - AC DC.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e4/ACDC-Thunderstruck.png
Sign Of The Times;Harry Styles - Image: songs2\Sign Of The Times - Harry Styles.jpg - URL: https://upload.wikimedia.org/wikipedia/en/e/e2/Harry_Styles_-_Sign_of_the_Times_%28Official_Single_Cover%29.png
Fix You;Coldplay - Image: songs2\Fix You - Coldplay.jpg - URL: https://i.ytimg.com/vi/k4V3Mo61fJM/maxresdefault.jpg
Sex On Fire;Kings Of Leon - Image: songs2\Sex On Fire - Kings Of Leon.jpg - URL: https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/SexOnFire.jpg/220px-SexOnFire.jpg
She Will Be Loved;Maroon 5 - Image: songs2\She Will Be Loved - Maroon 5.jpg - URL: https://i.ytimg.com/vi/nIjVuRTm-dc/maxresdefault.jpg
Californication;Red Hot Chili Peppers - Image: songs2\Californication - Red Hot Chili Peppers.jpg - URL: https://m.media-amazon.com/images/I/81TnWHafWdL._UF1000,1000_QL80_.jpg
